id,trial,domain,question,prob,extremity,upper,lower,p100,dv,support,epistemicness,support_focal,support_foil,knowledge,focal,foil,targetA,targetB,age,gender,coeff
24,8,0,3,.40000001,.099999994,,.40000001,0,-.40546513,.068992868,4.3000002,75,70,70,7,1,Spurs,76ers,41,2,2.9862387
24,9,0,9,.30000001,.19999999,,.30000001,0,-.84729779,-.58778667,4.3000002,50,90,70,3,4,Clippers,Heat,41,2,2.9862387
24,10,0,8,.89999998,.39999998,.89999998,,0,2.1972244,.51082563,4.3000002,100,60,70,2,8,Celtics,Thunder,41,2,2.9862387
24,11,0,14,.40000001,.099999994,,.40000001,0,-.40546513,-.43531808,4.3000002,55,85,70,6,5,Pacers,Lakers,41,2,2.9862387
24,12,0,12,.30000001,.19999999,,.30000001,0,-.84729779,-.18232156,4.3000002,75,90,70,7,4,Spurs,Heat,41,2,2.9862387
24,13,0,1,.75,.25,.75,,0,1.0986123,.33647224,4.3000002,70,50,70,1,3,76ers,Clippers,41,2,2.9862387
24,14,0,5,.89999998,.39999998,.89999998,,0,2.1972244,.69314718,4.3000002,100,50,70,2,3,Celtics,Clippers,41,2,2.9862387
24,15,0,10,.5,0,,,0,0,-.095310181,4.3000002,50,55,70,3,6,Clippers,Pacers,41,2,2.9862387
24,16,0,15,.40000001,.099999994,,.40000001,0,-.40546513,-.31015491,4.3000002,55,75,70,6,7,Pacers,Spurs,41,2,2.9862387
24,17,1,12,.34999999,.15000001,,.34999999,0,-.61903918,-.12516314,5.1999998,75,85,65,8,3,San Francisco,Los Angeles,41,2,3.5564487
24,18,1,6,.25,.25,,.25,0,-1.0986123,-.28768209,5.1999998,30,40,65,2,6,Buffalo,Minneapolis,41,2,3.5564487
24,19,1,1,.34999999,.15000001,,.34999999,0,-.61903918,-.10536052,5.1999998,90,100,65,1,5,Atlanta,Miami,41,2,3.5564487
24,20,1,4,.75,.25,.75,,0,1.0986123,.18232156,5.1999998,90,75,65,1,8,Atlanta,San Francisco,41,2,3.5564487
24,21,1,11,.5,0,,,0,0,-.060624622,5.1999998,80,85,65,7,3,New Orleans,Los Angeles,41,2,3.5564487
24,22,1,10,.94999999,.44999999,.94999999,,0,2.9444387,.75377178,5.1999998,85,40,65,3,6,Los Angeles,Minneapolis,41,2,3.5564487
24,23,1,2,.1,.40000001,,.1,0,-2.1972246,-.81093019,5.1999998,40,90,65,6,1,Minneapolis,Atlanta,41,2,3.5564487
24,24,1,7,.02,.47999999,,.02,0,-3.8918204,-.98082924,5.1999998,30,80,65,2,7,Buffalo,New Orleans,41,2,3.5564487
24,25,1,8,.050000001,.44999999,,.050000001,0,-2.9444389,-.91629076,5.1999998,30,75,65,2,8,Buffalo,San Francisco,41,2,3.5564487
24,26,1,13,.75,.25,.75,,0,1.0986123,.35667494,5.1999998,100,70,65,5,4,Miami,Memphis,41,2,3.5564487
24,27,1,14,.050000001,.44999999,,.050000001,0,-2.9444389,-.55961579,5.1999998,40,70,65,6,4,Minneapolis,Memphis,41,2,3.5564487
24,28,1,15,.34999999,.15000001,,.34999999,0,-.61903918,-.13353139,5.1999998,70,80,65,4,7,Memphis,New Orleans,41,2,3.5564487
24,29,1,3,.5,0,,,0,0,-.11778303,5.1999998,80,90,65,7,1,New Orleans,Atlanta,41,2,3.5564487
24,30,1,16,.40000001,.099999994,,.40000001,0,-.40546513,-.068992868,5.1999998,70,75,65,4,8,Memphis,San Francisco,41,2,3.5564487
24,31,1,9,.40000001,.099999994,,.40000001,0,-.40546513,-.16251893,5.1999998,85,100,65,3,5,Los Angeles,Miami,41,2,3.5564487
24,32,1,5,.02,.47999999,,.02,0,-3.8918204,-1.2039728,5.1999998,30,100,65,2,5,Buffalo,Miami,41,2,3.5564487
24,33,2,1,.69999999,.19999999,.69999999,,0,.84729779,.18232156,7,60,50,75,1,3,Georgia,Kansas,41,2,3.1329436
24,34,2,8,.60000002,.10000002,.60000002,,0,.40546522,.074107975,7,70,65,75,8,2,Wisconsin,Idaho,41,2,3.1329436
24,35,2,14,0,.5,,0,1,-4.2626801,-1.5404451,7,15,70,75,5,8,Massachusetts,Wisconsin,41,2,3.1329436
24,36,2,15,.44999999,.050000012,,.44999999,0,-.20067075,.22314355,7,100,80,75,6,7,Montana,New Mexico,41,2,3.1329436
24,37,2,9,1,.5,1,,1,4.2626796,1.2039728,7,50,15,75,3,5,Kansas,Massachusetts,41,2,3.1329436
24,38,2,12,1,.5,1,,1,4.2626796,1.3862944,7,100,25,75,6,4,Montana,Maryland,41,2,3.1329436
24,39,2,11,.44999999,.050000012,,.44999999,0,-.20067075,-.51082563,7,15,25,75,5,4,Massachusetts,Maryland,41,2,3.1329436
24,40,2,7,.44999999,.050000012,,.44999999,0,-.20067075,-.20763937,7,65,80,75,2,7,Idaho,New Mexico,41,2,3.1329436
24,41,2,6,0,.5,,0,1,-4.2626801,-.95551145,7,25,65,75,4,2,Maryland,Idaho,41,2,3.1329436
24,42,2,2,1,.5,1,,1,4.2626796,.87546873,7,60,25,75,1,4,Georgia,Maryland,41,2,3.1329436
24,43,2,13,1,.5,1,,1,4.2626796,1.6739764,7,80,15,75,7,5,New Mexico,Massachusetts,41,2,3.1329436
24,44,2,5,.75,.25,.75,,0,1.0986123,.26236427,7,65,50,75,2,3,Idaho,Kansas,41,2,3.1329436
24,45,2,3,.25,.25,,.25,0,-1.0986123,-.28768209,7,60,80,75,1,7,Georgia,New Mexico,41,2,3.1329436
24,46,2,16,.1,.40000001,,.1,0,-2.1972246,-.35667494,7,70,100,75,8,6,Wisconsin,Montana,41,2,3.1329436
24,47,2,10,.89999998,.39999998,.89999998,,0,2.1972244,.69314718,7,100,50,75,6,3,Montana,Kansas,41,2,3.1329436
24,48,2,4,.40000001,.099999994,,.40000001,0,-.40546513,.15415068,7,70,60,75,8,1,Wisconsin,Georgia,41,2,3.1329436
25,1,1,6,.2,.30000001,,.2,0,-1.3862944,-.18232156,6,50,60,10,2,6,Buffalo,Minneapolis,28,1,3.0130732
25,2,1,13,.40000001,.099999994,,.40000001,0,-.40546513,-.054067221,6,90,95,10,4,5,Memphis,Miami,28,1,3.0130732
25,3,1,11,.5,0,,,0,0,.16251893,6,100,85,10,7,3,New Orleans,Los Angeles,28,1,3.0130732
25,4,1,1,.40000001,.099999994,,.40000001,0,-.40546513,0,6,95,95,10,1,5,Atlanta,Miami,28,1,3.0130732
25,5,1,16,.60000002,.10000002,.60000002,,0,.40546522,0,6,90,90,10,4,8,Memphis,San Francisco,28,1,3.0130732
25,6,1,15,.60000002,.10000002,.60000002,,0,.40546522,.10536052,6,100,90,10,7,4,New Orleans,Memphis,28,1,3.0130732
25,7,1,10,.30000001,.19999999,,.30000001,0,-.84729779,-.34830669,6,60,85,10,6,3,Minneapolis,Los Angeles,28,1,3.0130732
25,8,1,2,.40000001,.099999994,,.40000001,0,-.40546513,-.45953232,6,60,95,10,6,1,Minneapolis,Atlanta,28,1,3.0130732
25,9,1,3,.60000002,.10000002,.60000002,,0,.40546522,.051293295,6,100,95,10,7,1,New Orleans,Atlanta,28,1,3.0130732
25,10,1,8,.89999998,.39999998,.89999998,,0,2.1972244,.58778667,6,90,50,10,8,2,San Francisco,Buffalo,28,1,3.0130732
25,11,1,14,.69999999,.19999999,.69999999,,0,.84729779,.4054651,6,90,60,10,4,6,Memphis,Minneapolis,28,1,3.0130732
25,12,1,4,.5,0,,,0,0,.054067221,6,95,90,10,1,8,Atlanta,San Francisco,28,1,3.0130732
25,13,1,9,.60000002,.10000002,.60000002,,0,.40546522,.11122563,6,95,85,10,5,3,Miami,Los Angeles,28,1,3.0130732
25,14,1,5,.94999999,.44999999,.94999999,,0,2.9444387,.64185387,6,95,50,10,5,2,Miami,Buffalo,28,1,3.0130732
25,15,1,7,.85000002,.35000002,.85000002,,0,1.7346013,.69314718,6,100,50,10,7,2,New Orleans,Buffalo,28,1,3.0130732
25,16,1,12,.5,0,,,0,0,-.057158414,6,85,90,10,3,8,Los Angeles,San Francisco,28,1,3.0130732
25,17,0,10,.5,0,,,0,0,.13353139,2.3,80,70,10,3,6,Clippers,Pacers,28,1,2.3800299
25,18,0,9,.60000002,.10000002,.60000002,,0,.40546522,.11778303,2.3,90,80,10,4,3,Heat,Clippers,28,1,2.3800299
25,19,0,13,.60000002,.10000002,.60000002,,0,.40546522,.18232156,2.3,90,75,10,4,8,Heat,Thunder,28,1,2.3800299
25,20,0,6,.69999999,.19999999,.69999999,,0,.84729779,.16251893,2.3,100,85,10,5,2,Lakers,Celtics,28,1,2.3800299
25,21,0,12,.60000002,.10000002,.60000002,,0,.40546522,.057158414,2.3,90,85,10,4,7,Heat,Spurs,28,1,2.3800299
25,22,0,16,.5,0,,,0,0,.068992868,2.3,75,70,10,8,6,Thunder,Pacers,28,1,2.3800299
25,23,0,15,.60000002,.10000002,.60000002,,0,.40546522,.19415602,2.3,85,70,10,7,6,Spurs,Pacers,28,1,2.3800299
25,24,0,4,.40000001,.099999994,,.40000001,0,-.40546513,-.068992868,2.3,70,75,10,1,8,76ers,Thunder,28,1,2.3800299
25,25,0,2,.30000001,.19999999,,.30000001,0,-.84729779,-.35667494,2.3,70,100,10,1,5,76ers,Lakers,28,1,2.3800299
25,26,0,5,.40000001,.099999994,,.40000001,0,-.40546513,-.060624622,2.3,80,85,10,3,2,Clippers,Celtics,28,1,2.3800299
25,27,0,11,.5,0,,,0,0,-.10536052,2.3,90,100,10,4,5,Heat,Lakers,28,1,2.3800299
25,28,0,1,.5,0,,,0,0,-.13353139,2.3,70,80,10,1,3,76ers,Clippers,28,1,2.3800299
25,29,0,8,.60000002,.10000002,.60000002,,0,.40546522,.12516314,2.3,85,75,10,2,8,Celtics,Thunder,28,1,2.3800299
25,30,0,7,.40000001,.099999994,,.40000001,0,-.40546513,0,2.3,85,85,10,2,7,Celtics,Spurs,28,1,2.3800299
25,31,0,3,.60000002,.10000002,.60000002,,0,.40546522,.19415602,2.3,85,70,10,7,1,Spurs,76ers,28,1,2.3800299
25,32,0,14,.69999999,.19999999,.69999999,,0,.84729779,.35667494,2.3,100,70,10,5,6,Lakers,Pacers,28,1,2.3800299
25,33,2,4,.5,0,,,0,0,.15415068,6.4000001,70,60,20,8,1,Wisconsin,Georgia,28,1,4.7206049
25,34,2,12,0,.5,,0,1,-4.2626801,-.91629076,6.4000001,40,100,20,4,6,Maryland,Montana,28,1,4.7206049
25,35,2,2,.69999999,.19999999,.69999999,,0,.84729779,.4054651,6.4000001,60,40,20,1,4,Georgia,Maryland,28,1,4.7206049
25,36,2,9,0,.5,,0,1,-4.2626801,-.51082563,6.4000001,30,50,20,5,3,Massachusetts,Kansas,28,1,4.7206049
25,37,2,11,.80000001,.30000001,.80000001,,0,1.3862945,.28768209,6.4000001,40,30,20,4,5,Maryland,Massachusetts,28,1,4.7206049
25,38,2,14,.1,.40000001,,.1,0,-2.1972246,-.84729785,6.4000001,30,70,20,5,8,Massachusetts,Wisconsin,28,1,4.7206049
25,39,2,15,0,.5,,0,1,-4.2626801,-.51082563,6.4000001,60,100,20,7,6,New Mexico,Montana,28,1,4.7206049
25,40,2,1,.40000001,.099999994,,.40000001,0,-.40546513,-.18232156,6.4000001,50,60,20,3,1,Kansas,Georgia,28,1,4.7206049
25,41,2,3,.60000002,.10000002,.60000002,,0,.40546522,0,6.4000001,60,60,20,7,1,New Mexico,Georgia,28,1,4.7206049
25,42,2,16,1,.5,1,,1,4.2626796,.35667494,6.4000001,100,70,20,6,8,Montana,Wisconsin,28,1,4.7206049
25,43,2,13,.89999998,.39999998,.89999998,,0,2.1972244,.69314718,6.4000001,60,30,20,7,5,New Mexico,Massachusetts,28,1,4.7206049
25,44,2,10,1,.5,1,,1,4.2626796,.69314718,6.4000001,100,50,20,6,3,Montana,Kansas,28,1,4.7206049
25,45,2,5,.5,0,,,0,0,0,6.4000001,50,50,20,3,2,Kansas,Idaho,28,1,4.7206049
25,46,2,6,.30000001,.19999999,,.30000001,0,-.84729779,-.22314355,6.4000001,40,50,20,4,2,Maryland,Idaho,28,1,4.7206049
25,47,2,8,.60000002,.10000002,.60000002,,0,.40546522,.33647224,6.4000001,70,50,20,8,2,Wisconsin,Idaho,28,1,4.7206049
25,48,2,7,.40000001,.099999994,,.40000001,0,-.40546513,-.18232156,6.4000001,50,60,20,2,7,Idaho,New Mexico,28,1,4.7206049
26,1,1,6,1,.5,1,,1,4.2626796,.4054651,1.6,60,40,70,2,6,Buffalo,Minneapolis,35,1,4.2524281
26,2,1,10,1,.5,1,,1,4.2626796,.81093019,1.6,90,40,70,3,6,Los Angeles,Minneapolis,35,1,4.2524281
26,3,1,15,.5,0,,,0,0,0,1.6,60,60,70,4,7,Memphis,New Orleans,35,1,4.2524281
26,4,1,8,.5,0,,,0,0,.28768209,1.6,80,60,70,8,2,San Francisco,Buffalo,35,1,4.2524281
26,5,1,4,.5,0,,,0,0,.28768209,1.6,80,60,70,8,1,San Francisco,Atlanta,35,1,4.2524281
26,6,1,12,.5,0,,,0,0,.11778303,1.6,90,80,70,3,8,Los Angeles,San Francisco,35,1,4.2524281
26,7,1,13,.80000001,.30000001,.80000001,,0,1.3862945,.51082563,1.6,100,60,70,5,4,Miami,Memphis,35,1,4.2524281
26,8,1,3,.5,0,,,0,0,0,1.6,60,60,70,1,7,Atlanta,New Orleans,35,1,4.2524281
26,9,1,11,.5,0,,,0,0,.4054651,1.6,90,60,70,3,7,Los Angeles,New Orleans,35,1,4.2524281
26,10,1,9,.5,0,,,0,0,.10536052,1.6,100,90,70,5,3,Miami,Los Angeles,35,1,4.2524281
26,11,1,1,.5,0,,,0,0,.51082563,1.6,100,60,70,5,1,Miami,Atlanta,35,1,4.2524281
26,12,1,14,0,.5,,0,1,-4.2626801,-.4054651,1.6,40,60,70,6,4,Minneapolis,Memphis,35,1,4.2524281
26,13,1,2,0,.5,,0,1,-4.2626801,-.4054651,1.6,40,60,70,6,1,Minneapolis,Atlanta,35,1,4.2524281
26,14,1,16,.5,0,,,0,0,-.28768209,1.6,60,80,70,4,8,Memphis,San Francisco,35,1,4.2524281
26,15,1,7,.5,0,,,0,0,0,1.6,60,60,70,7,2,New Orleans,Buffalo,35,1,4.2524281
26,16,1,5,.5,0,,,0,0,-.51082563,1.6,60,100,70,2,5,Buffalo,Miami,35,1,4.2524281
26,17,2,13,1,.5,1,,1,4.2626796,.69314718,7,80,40,70,7,5,New Mexico,Massachusetts,35,1,8.6754141
26,18,2,3,1,.5,1,,1,4.2626796,0,7,80,80,70,7,1,New Mexico,Georgia,35,1,8.6754141
26,19,2,11,1,.5,1,,1,4.2626796,.55961579,7,70,40,70,4,5,Maryland,Massachusetts,35,1,8.6754141
26,20,2,6,0,.5,,0,1,-4.2626801,0,7,70,70,70,4,2,Maryland,Idaho,35,1,8.6754141
26,21,2,15,1,.5,1,,1,4.2626796,.22314355,7,100,80,70,6,7,Montana,New Mexico,35,1,8.6754141
26,22,2,4,0,.5,,0,1,-4.2626801,-.28768209,7,60,80,70,8,1,Wisconsin,Georgia,35,1,8.6754141
26,23,2,16,0,.5,,0,1,-4.2626801,-.51082563,7,60,100,70,8,6,Wisconsin,Montana,35,1,8.6754141
26,24,2,7,1,.5,1,,1,4.2626796,.13353139,7,80,70,70,7,2,New Mexico,Idaho,35,1,8.6754141
26,25,2,14,1,.5,1,,1,4.2626796,.4054651,7,60,40,70,8,5,Wisconsin,Massachusetts,35,1,8.6754141
26,26,2,2,0,.5,,0,1,-4.2626801,-.13353139,7,70,80,70,4,1,Maryland,Georgia,35,1,8.6754141
26,27,2,8,1,.5,1,,1,4.2626796,.15415068,7,70,60,70,2,8,Idaho,Wisconsin,35,1,8.6754141
26,28,2,5,1,.5,1,,1,4.2626796,.25131443,7,90,70,70,3,2,Kansas,Idaho,35,1,8.6754141
26,29,2,1,1,.5,1,,1,4.2626796,.11778303,7,90,80,70,3,1,Kansas,Georgia,35,1,8.6754141
26,30,2,9,1,.5,1,,1,4.2626796,.81093019,7,90,40,70,3,5,Kansas,Massachusetts,35,1,8.6754141
26,31,2,10,0,.5,,0,1,-4.2626801,-.10536052,7,90,100,70,3,6,Kansas,Montana,35,1,8.6754141
26,32,2,12,1,.5,1,,1,4.2626796,.35667494,7,100,70,70,6,4,Montana,Maryland,35,1,8.6754141
26,33,0,2,1,.5,1,,1,4.2626796,.69314718,1,100,50,70,5,1,Lakers,76ers,35,1,5.553925
26,34,0,16,1,.5,1,,1,4.2626796,-.33647224,1,50,70,70,6,8,Pacers,Thunder,35,1,5.553925
26,35,0,12,0,.5,,0,1,-4.2626801,-.58778667,1,50,90,70,7,4,Spurs,Heat,35,1,5.553925
26,36,0,4,0,.5,,0,1,-4.2626801,.33647224,1,70,50,70,8,1,Thunder,76ers,35,1,5.553925
26,37,0,8,1,.5,1,,1,4.2626796,.13353139,1,80,70,70,2,8,Celtics,Thunder,35,1,5.553925
26,38,0,5,.5,0,,,0,0,-.13353139,1,70,80,70,3,2,Clippers,Celtics,35,1,5.553925
26,39,0,11,.5,0,,,0,0,-.10536052,1,90,100,70,4,5,Heat,Lakers,35,1,5.553925
26,40,0,14,0,.5,,0,1,-4.2626801,-.69314718,1,50,100,70,6,5,Pacers,Lakers,35,1,5.553925
26,41,0,9,.5,0,,,0,0,.25131443,1,90,70,70,4,3,Heat,Clippers,35,1,5.553925
26,42,0,3,.5,0,,,0,0,0,1,50,50,70,1,7,76ers,Spurs,35,1,5.553925
26,43,0,1,1,.5,1,,1,4.2626796,.33647224,1,70,50,70,3,1,Clippers,76ers,35,1,5.553925
26,44,0,13,0,.5,,0,1,-4.2626801,-.25131443,1,70,90,70,8,4,Thunder,Heat,35,1,5.553925
26,45,0,10,1,.5,1,,1,4.2626796,.33647224,1,70,50,70,3,6,Clippers,Pacers,35,1,5.553925
26,46,0,6,.5,0,,,0,0,-.22314355,1,80,100,70,2,5,Celtics,Lakers,35,1,5.553925
26,47,0,7,0,.5,,0,1,-4.2626801,-.47000363,1,50,80,70,7,2,Spurs,Celtics,35,1,5.553925
26,48,0,15,.5,0,,,0,0,0,1,50,50,70,7,6,Spurs,Pacers,35,1,5.553925
27,1,0,9,.5,0,,,0,0,.10536052,2.5999999,100,90,60,4,3,Heat,Clippers,27,1,4.690567
27,2,0,13,.30000001,.19999999,,.30000001,0,-.84729779,-.10536052,2.5999999,90,100,60,8,4,Thunder,Heat,27,1,4.690567
27,3,0,11,.5,0,,,0,0,.10536052,2.5999999,100,90,60,4,5,Heat,Lakers,27,1,4.690567
27,4,0,10,.30000001,.19999999,,.30000001,0,-.84729779,-.25131443,2.5999999,70,90,60,6,3,Pacers,Clippers,27,1,4.690567
27,5,0,7,.40000001,.099999994,,.40000001,0,-.40546513,0,2.5999999,80,80,60,7,2,Spurs,Celtics,27,1,4.690567
27,6,0,12,.80000001,.30000001,.80000001,,0,1.3862945,.22314355,2.5999999,100,80,60,4,7,Heat,Spurs,27,1,4.690567
27,7,0,3,.89999998,.39999998,.89999998,,0,2.1972244,.28768209,2.5999999,80,60,60,7,1,Spurs,76ers,27,1,4.690567
27,8,0,2,.1,.40000001,,.1,0,-2.1972246,-.4054651,2.5999999,60,90,60,1,5,76ers,Lakers,27,1,4.690567
27,9,0,14,.89999998,.39999998,.89999998,,0,2.1972244,.25131443,2.5999999,90,70,60,5,6,Lakers,Pacers,27,1,4.690567
27,10,0,4,.2,.30000001,,.2,0,-1.3862944,-.4054651,2.5999999,60,90,60,1,8,76ers,Thunder,27,1,4.690567
27,11,0,5,.40000001,.099999994,,.40000001,0,-.40546513,.11778303,2.5999999,90,80,60,3,2,Clippers,Celtics,27,1,4.690567
27,12,0,16,.80000001,.30000001,.80000001,,0,1.3862945,.25131443,2.5999999,90,70,60,8,6,Thunder,Pacers,27,1,4.690567
27,13,0,1,.2,.30000001,,.2,0,-1.3862944,-.4054651,2.5999999,60,90,60,1,3,76ers,Clippers,27,1,4.690567
27,14,0,8,.60000002,.10000002,.60000002,,0,.40546522,.11778303,2.5999999,90,80,60,8,2,Thunder,Celtics,27,1,4.690567
27,15,0,6,.60000002,.10000002,.60000002,,0,.40546522,.11778303,2.5999999,90,80,60,5,2,Lakers,Celtics,27,1,4.690567
27,16,0,15,.60000002,.10000002,.60000002,,0,.40546522,.13353139,2.5999999,80,70,60,7,6,Spurs,Pacers,27,1,4.690567
27,17,2,7,.60000002,.10000002,.60000002,,0,.40546522,.15415068,7,70,60,75,7,2,New Mexico,Idaho,27,1,2.6695533
27,18,2,13,1,.5,1,,1,4.2626796,.55961579,7,70,40,75,7,5,New Mexico,Massachusetts,27,1,2.6695533
27,19,2,14,0,.5,,0,1,-4.2626801,-.69314718,7,40,80,75,5,8,Massachusetts,Wisconsin,27,1,2.6695533
27,20,2,11,0,.5,,0,1,-4.2626801,-1.3862944,7,10,40,75,4,5,Maryland,Massachusetts,27,1,2.6695533
27,21,2,8,.2,.30000001,,.2,0,-1.3862944,-.28768209,7,60,80,75,2,8,Idaho,Wisconsin,27,1,2.6695533
27,22,2,4,.80000001,.30000001,.80000001,,0,1.3862945,.13353139,7,80,70,75,8,1,Wisconsin,Georgia,27,1,2.6695533
27,23,2,10,.1,.40000001,,.1,0,-2.1972246,-.51082563,7,60,100,75,3,6,Kansas,Montana,27,1,2.6695533
27,24,2,12,0,.5,,0,1,-4.2626801,-2.3025851,7,10,100,75,4,6,Maryland,Montana,27,1,2.6695533
27,25,2,16,.2,.30000001,,.2,0,-1.3862944,-.22314355,7,80,100,75,8,6,Wisconsin,Montana,27,1,2.6695533
27,26,2,9,.80000001,.30000001,.80000001,,0,1.3862945,.4054651,7,60,40,75,3,5,Kansas,Massachusetts,27,1,2.6695533
27,27,2,6,1,.5,1,,1,4.2626796,1.7917595,7,60,10,75,2,4,Idaho,Maryland,27,1,2.6695533
27,28,2,3,.40000001,.099999994,,.40000001,0,-.40546513,0,7,70,70,75,1,7,Georgia,New Mexico,27,1,2.6695533
27,29,2,15,1,.5,1,,1,4.2626796,.35667494,7,100,70,75,6,7,Montana,New Mexico,27,1,2.6695533
27,30,2,2,0,.5,,0,1,-4.2626801,-1.9459101,7,10,70,75,4,1,Maryland,Georgia,27,1,2.6695533
27,31,2,1,.1,.40000001,,.1,0,-2.1972246,-.15415068,7,60,70,75,3,1,Kansas,Georgia,27,1,2.6695533
27,32,2,5,.5,0,,,0,0,0,7,60,60,75,2,3,Idaho,Kansas,27,1,2.6695533
27,33,1,12,.80000001,.30000001,.80000001,,0,1.3862945,.22314355,4.6999998,100,80,90,3,8,Los Angeles,San Francisco,27,1,2.6141088
27,34,1,16,.40000001,.099999994,,.40000001,0,-.40546513,-.11778303,4.6999998,80,90,90,8,4,San Francisco,Memphis,27,1,2.6141088
27,35,1,3,.5,0,,,0,0,.11778303,4.6999998,90,80,90,1,7,Atlanta,New Orleans,27,1,2.6141088
27,36,1,14,.89999998,.39999998,.89999998,,0,2.1972244,1.0986123,4.6999998,90,30,90,4,6,Memphis,Minneapolis,27,1,2.6141088
27,37,1,6,.60000002,.10000002,.60000002,,0,.40546522,.28768209,4.6999998,40,30,90,2,6,Buffalo,Minneapolis,27,1,2.6141088
27,38,1,2,.89999998,.39999998,.89999998,,0,2.1972244,1.0986123,4.6999998,90,30,90,1,6,Atlanta,Minneapolis,27,1,2.6141088
27,39,1,8,.94999999,.44999999,.94999999,,0,2.9444387,.69314718,4.6999998,80,40,90,8,2,San Francisco,Buffalo,27,1,2.6141088
27,40,1,11,.40000001,.099999994,,.40000001,0,-.40546513,-.22314355,4.6999998,80,100,90,7,3,New Orleans,Los Angeles,27,1,2.6141088
27,41,1,15,.5,0,,,0,0,-.11778303,4.6999998,80,90,90,7,4,New Orleans,Memphis,27,1,2.6141088
27,42,1,10,.050000001,.44999999,,.050000001,0,-2.9444389,-1.2039728,4.6999998,30,100,90,6,3,Minneapolis,Los Angeles,27,1,2.6141088
27,43,1,13,.30000001,.19999999,,.30000001,0,-.84729779,-.10536052,4.6999998,90,100,90,4,5,Memphis,Miami,27,1,2.6141088
27,44,1,1,.30000001,.19999999,,.30000001,0,-.84729779,-.10536052,4.6999998,90,100,90,1,5,Atlanta,Miami,27,1,2.6141088
27,45,1,4,.40000001,.099999994,,.40000001,0,-.40546513,-.11778303,4.6999998,80,90,90,8,1,San Francisco,Atlanta,27,1,2.6141088
27,46,1,9,.5,0,,,0,0,0,4.6999998,100,100,90,5,3,Miami,Los Angeles,27,1,2.6141088
27,47,1,7,.1,.40000001,,.1,0,-2.1972246,-.69314718,4.6999998,40,80,90,2,7,Buffalo,New Orleans,27,1,2.6141088
27,48,1,5,.94999999,.44999999,.94999999,,0,2.9444387,.91629076,4.6999998,100,40,90,5,2,Miami,Buffalo,27,1,2.6141088
29,1,1,2,.1,.40000001,,.1,0,-2.1972246,-1.0986123,4.3000002,20,60,30,6,1,Minneapolis,Atlanta,28,1,1.3186315
29,2,1,14,.89999998,.39999998,.89999998,,0,2.1972244,1.2527629,4.3000002,70,20,30,4,6,Memphis,Minneapolis,28,1,1.3186315
29,3,1,11,.89999998,.39999998,.89999998,,0,2.1972244,.51082563,4.3000002,100,60,30,3,7,Los Angeles,New Orleans,28,1,1.3186315
29,4,1,8,.15000001,.34999999,,.15000001,0,-1.734601,-1.8718022,4.3000002,10,65,30,2,8,Buffalo,San Francisco,28,1,1.3186315
29,5,1,9,.5,0,,,0,0,-.35667494,4.3000002,70,100,30,5,3,Miami,Los Angeles,28,1,1.3186315
29,6,1,4,.75,.25,.75,,0,1.0986123,-.080042705,4.3000002,60,65,30,1,8,Atlanta,San Francisco,28,1,1.3186315
29,7,1,1,.60000002,.10000002,.60000002,,0,.40546522,.15415068,4.3000002,70,60,30,5,1,Miami,Atlanta,28,1,1.3186315
29,8,1,7,.25,.25,,.25,0,-1.0986123,-1.7917595,4.3000002,10,60,30,2,7,Buffalo,New Orleans,28,1,1.3186315
29,9,1,13,.60000002,.10000002,.60000002,,0,.40546522,0,4.3000002,70,70,30,5,4,Miami,Memphis,28,1,1.3186315
29,10,1,16,.40000001,.099999994,,.40000001,0,-.40546513,-.074107975,4.3000002,65,70,30,8,4,San Francisco,Memphis,28,1,1.3186315
29,11,1,15,.5,0,,,0,0,.15415068,4.3000002,70,60,30,4,7,Memphis,New Orleans,28,1,1.3186315
29,12,1,10,.1,.40000001,,.1,0,-2.1972246,-1.6094379,4.3000002,20,100,30,6,3,Minneapolis,Los Angeles,28,1,1.3186315
29,13,1,5,.94999999,.44999999,.94999999,,0,2.9444387,1.9459101,4.3000002,70,10,30,5,2,Miami,Buffalo,28,1,1.3186315
29,14,1,12,0,.5,,0,1,-4.2626801,-.43078291,4.3000002,65,100,30,8,3,San Francisco,Los Angeles,28,1,1.3186315
29,15,1,6,.40000001,.099999994,,.40000001,0,-.40546513,.69314718,4.3000002,20,10,30,6,2,Minneapolis,Buffalo,28,1,1.3186315
29,16,1,3,.5,0,,,0,0,0,4.3000002,60,60,30,7,1,New Orleans,Atlanta,28,1,1.3186315
29,17,2,5,.89999998,.39999998,.89999998,,0,2.1972244,-.15415068,4,60,70,50,2,3,Idaho,Kansas,28,1,2.8607268
29,18,2,1,.75,.25,.75,,0,1.0986123,.33647224,4,70,50,50,3,1,Kansas,Georgia,28,1,2.8607268
29,19,2,10,.30000001,.19999999,,.30000001,0,-.84729779,-.25131443,4,70,90,50,3,6,Kansas,Montana,28,1,2.8607268
29,20,2,8,0,.5,,0,1,-4.2626801,-.51082563,4,60,100,50,2,8,Idaho,Wisconsin,28,1,2.8607268
29,21,2,2,0,.5,,0,1,-4.2626801,-1.6094379,4,10,50,50,4,1,Maryland,Georgia,28,1,2.8607268
29,22,2,13,1,.5,1,,1,4.2626796,.98082924,4,80,30,50,7,5,New Mexico,Massachusetts,28,1,2.8607268
