id,trial,domain,question,prob,extremity,upper,lower,p100,dv,support,epistemicness,support_focal,support_foil,knowledge,focal,foil,targetA,targetB,age,gender,coeff
18,45,0,8,.5,0,,,0,0,-.25131443,2.0999999,70,90,65,2,8,Celtics,Thunder,32,1,3.7363865
18,46,0,16,.15000001,.34999999,,.15000001,0,-1.734601,-.58778667,2.0999999,50,90,65,6,8,Pacers,Thunder,32,1,3.7363865
18,47,0,10,.75,.25,.75,,0,1.0986123,.26236427,2.0999999,65,50,65,3,6,Clippers,Pacers,32,1,3.7363865
18,48,0,14,.15000001,.34999999,,.15000001,0,-1.734601,-.4054651,2.0999999,50,75,65,6,5,Pacers,Lakers,32,1,3.7363865
19,1,0,9,.30000001,.19999999,,.30000001,0,-.84729779,-.4054651,2.0999999,60,90,90,3,4,Clippers,Heat,19,1,3.6560311
19,2,0,7,.5,0,,,0,0,-.12516314,2.0999999,75,85,90,2,7,Celtics,Spurs,19,1,3.6560311
19,3,0,10,.75,.25,.75,,0,1.0986123,-.15415068,2.0999999,60,70,90,3,6,Clippers,Pacers,19,1,3.6560311
19,4,0,15,.40000001,.099999994,,.40000001,0,-.40546513,-.19415602,2.0999999,70,85,90,6,7,Pacers,Spurs,19,1,3.6560311
19,5,0,16,.2,.30000001,,.2,0,-1.3862944,-.35667494,2.0999999,70,100,90,6,8,Pacers,Thunder,19,1,3.6560311
19,6,0,4,.94999999,.44999999,.94999999,,0,2.9444387,.91629076,2.0999999,100,40,90,8,1,Thunder,76ers,19,1,3.6560311
19,7,0,13,.69999999,.19999999,.69999999,,0,.84729779,.10536052,2.0999999,100,90,90,8,4,Thunder,Heat,19,1,3.6560311
19,8,0,1,.40000001,.099999994,,.40000001,0,-.40546513,-.4054651,2.0999999,40,60,90,1,3,76ers,Clippers,19,1,3.6560311
19,9,0,12,.60000002,.10000002,.60000002,,0,.40546522,.057158414,2.0999999,90,85,90,4,7,Heat,Spurs,19,1,3.6560311
19,10,0,6,.5,0,,,0,0,-.064538524,2.0999999,75,80,90,2,5,Celtics,Lakers,19,1,3.6560311
19,11,0,8,.60000002,.10000002,.60000002,,0,.40546522,.28768209,2.0999999,100,75,90,8,2,Thunder,Celtics,19,1,3.6560311
19,12,0,11,.5,0,,,0,0,-.11778303,2.0999999,80,90,90,5,4,Lakers,Heat,19,1,3.6560311
19,13,0,5,.69999999,.19999999,.69999999,,0,.84729779,.22314355,2.0999999,75,60,90,2,3,Celtics,Clippers,19,1,3.6560311
19,14,0,3,.050000001,.44999999,,.050000001,0,-2.9444389,-.75377178,2.0999999,40,85,90,1,7,76ers,Spurs,19,1,3.6560311
19,15,0,14,.2,.30000001,,.2,0,-1.3862944,-.13353139,2.0999999,70,80,90,6,5,Pacers,Lakers,19,1,3.6560311
19,16,0,2,1,.5,1,,1,4.2626796,.69314718,2.0999999,80,40,90,5,1,Lakers,76ers,19,1,3.6560311
19,17,2,5,.60000002,.10000002,.60000002,,0,.40546522,.15415068,5.8000002,70,60,80,2,3,Idaho,Kansas,19,1,4.4388552
19,18,2,16,1,.5,1,,1,4.2626796,.064538524,5.8000002,80,75,80,6,8,Montana,Wisconsin,19,1,4.4388552
19,19,2,13,1,.5,1,,1,4.2626796,1.2039728,5.8000002,100,30,80,7,5,New Mexico,Massachusetts,19,1,4.4388552
19,20,2,2,1,.5,1,,1,4.2626796,.7731899,5.8000002,65,30,80,1,4,Georgia,Maryland,19,1,4.4388552
19,21,2,11,.69999999,.19999999,.69999999,,0,.84729779,0,5.8000002,30,30,80,5,4,Massachusetts,Maryland,19,1,4.4388552
19,22,2,8,.60000002,.10000002,.60000002,,0,.40546522,-.068992868,5.8000002,70,75,80,2,8,Idaho,Wisconsin,19,1,4.4388552
19,23,2,4,.75,.25,.75,,0,1.0986123,-.14310084,5.8000002,65,75,80,1,8,Georgia,Wisconsin,19,1,4.4388552
19,24,2,9,0,.5,,0,1,-4.2626801,-.69314718,5.8000002,30,60,80,5,3,Massachusetts,Kansas,19,1,4.4388552
19,25,2,12,1,.5,1,,1,4.2626796,.98082924,5.8000002,80,30,80,6,4,Montana,Maryland,19,1,4.4388552
19,26,2,14,1,.5,1,,1,4.2626796,.91629076,5.8000002,75,30,80,8,5,Wisconsin,Massachusetts,19,1,4.4388552
19,27,2,3,1,.5,1,,1,4.2626796,.43078291,5.8000002,100,65,80,7,1,New Mexico,Georgia,19,1,4.4388552
19,28,2,15,.5,0,,,0,0,-.22314355,5.8000002,80,100,80,6,7,Montana,New Mexico,19,1,4.4388552
19,29,2,6,1,.5,1,,1,4.2626796,.84729785,5.8000002,70,30,80,2,4,Idaho,Maryland,19,1,4.4388552
19,30,2,7,0,.5,,0,1,-4.2626801,-.35667494,5.8000002,70,100,80,2,7,Idaho,New Mexico,19,1,4.4388552
19,31,2,10,.5,0,,,0,0,-.28768209,5.8000002,60,80,80,3,6,Kansas,Montana,19,1,4.4388552
19,32,2,1,.75,.25,.75,,0,1.0986123,.080042705,5.8000002,65,60,80,1,3,Georgia,Kansas,19,1,4.4388552
19,33,1,7,0,.5,,0,1,-4.2626801,-.18232156,3.8,50,60,75,2,7,Buffalo,New Orleans,19,1,7.241395
19,34,1,4,1,.5,1,,1,4.2626796,.45953232,3.8,95,60,75,8,1,San Francisco,Atlanta,19,1,7.241395
19,35,1,11,1,.5,1,,1,4.2626796,.51082563,3.8,100,60,75,3,7,Los Angeles,New Orleans,19,1,7.241395
19,36,1,15,1,.5,1,,1,4.2626796,-.080042705,3.8,60,65,75,7,4,New Orleans,Memphis,19,1,7.241395
19,37,1,14,1,.5,1,,1,4.2626796,.26236427,3.8,65,50,75,4,6,Memphis,Minneapolis,19,1,7.241395
19,38,1,5,.1,.40000001,,.1,0,-2.1972246,-.58778667,3.8,50,90,75,2,5,Buffalo,Miami,19,1,7.241395
19,39,1,3,.5,0,,,0,0,0,3.8,60,60,75,7,1,New Orleans,Atlanta,19,1,7.241395
19,40,1,2,.1,.40000001,,.1,0,-2.1972246,-.18232156,3.8,50,60,75,6,1,Minneapolis,Atlanta,19,1,7.241395
19,41,1,6,.60000002,.10000002,.60000002,,0,.40546522,0,3.8,50,50,75,2,6,Buffalo,Minneapolis,19,1,7.241395
19,42,1,10,0,.5,,0,1,-4.2626801,-.69314718,3.8,50,100,75,6,3,Minneapolis,Los Angeles,19,1,7.241395
19,43,1,16,1,.5,1,,1,4.2626796,.37948963,3.8,95,65,75,8,4,San Francisco,Memphis,19,1,7.241395
19,44,1,8,1,.5,1,,1,4.2626796,.64185387,3.8,95,50,75,8,2,San Francisco,Buffalo,19,1,7.241395
19,45,1,13,1,.5,1,,1,4.2626796,.32542241,3.8,90,65,75,5,4,Miami,Memphis,19,1,7.241395
19,46,1,1,.2,.30000001,,.2,0,-1.3862944,-.4054651,3.8,60,90,75,1,5,Atlanta,Miami,19,1,7.241395
19,47,1,12,.60000002,.10000002,.60000002,,0,.40546522,.051293295,3.8,100,95,75,3,8,Los Angeles,San Francisco,19,1,7.241395
19,48,1,9,.2,.30000001,,.2,0,-1.3862944,-.10536052,3.8,90,100,75,5,3,Miami,Los Angeles,19,1,7.241395
20,1,1,6,.5,0,,,0,0,-.28768209,3.8,30,40,50,6,2,Minneapolis,Buffalo,30,1,1.4840257
20,2,1,14,.89999998,.39999998,.89999998,,0,2.1972244,1.0986123,3.8,90,30,50,4,6,Memphis,Minneapolis,30,1,1.4840257
20,3,1,1,.5,0,,,0,0,-.051293295,3.8,95,100,50,1,5,Atlanta,Miami,30,1,1.4840257
20,4,1,15,.5,0,,,0,0,0,3.8,90,90,50,4,7,Memphis,New Orleans,30,1,1.4840257
20,5,1,10,.80000001,.30000001,.80000001,,0,1.3862945,.84729785,3.8,70,30,50,3,6,Los Angeles,Minneapolis,30,1,1.4840257
20,6,1,11,.55000001,.050000012,.55000001,,0,.20067075,.25131443,3.8,90,70,50,7,3,New Orleans,Los Angeles,30,1,1.4840257
20,7,1,16,.80000001,.30000001,.80000001,,0,1.3862945,.58778667,3.8,90,50,50,4,8,Memphis,San Francisco,30,1,1.4840257
20,8,1,5,.85000002,.35000002,.85000002,,0,1.7346013,.91629076,3.8,100,40,50,5,2,Miami,Buffalo,30,1,1.4840257
20,9,1,13,.69999999,.19999999,.69999999,,0,.84729779,.10536052,3.8,100,90,50,5,4,Miami,Memphis,30,1,1.4840257
20,10,1,7,.89999998,.39999998,.89999998,,0,2.1972244,.81093019,3.8,90,40,50,7,2,New Orleans,Buffalo,30,1,1.4840257
20,11,1,3,.60000002,.10000002,.60000002,,0,.40546522,.054067221,3.8,95,90,50,1,7,Atlanta,New Orleans,30,1,1.4840257
20,12,1,12,.60000002,.10000002,.60000002,,0,.40546522,.33647224,3.8,70,50,50,3,8,Los Angeles,San Francisco,30,1,1.4840257
20,13,1,4,.69999999,.19999999,.69999999,,0,.84729779,.64185387,3.8,95,50,50,1,8,Atlanta,San Francisco,30,1,1.4840257
20,14,1,9,.69999999,.19999999,.69999999,,0,.84729779,.35667494,3.8,100,70,50,5,3,Miami,Los Angeles,30,1,1.4840257
20,15,1,8,.5,0,,,0,0,-.22314355,3.8,40,50,50,2,8,Buffalo,San Francisco,30,1,1.4840257
20,16,1,2,.80000001,.30000001,.80000001,,0,1.3862945,1.1526796,3.8,95,30,50,1,6,Atlanta,Minneapolis,30,1,1.4840257
20,17,0,13,.5,0,,,0,0,1.2527629,2.4000001,70,20,90,4,8,Heat,Thunder,30,1,.41499433
20,18,0,7,.69999999,.19999999,.69999999,,0,.84729779,.13353139,2.4000001,80,70,90,2,7,Celtics,Spurs,30,1,.41499433
20,19,0,3,.60000002,.10000002,.60000002,,0,.40546522,-.15415068,2.4000001,60,70,90,1,7,76ers,Spurs,30,1,.41499433
20,20,0,10,.40000001,.099999994,,.40000001,0,-.40546513,-.51082563,2.4000001,30,50,90,6,3,Pacers,Clippers,30,1,.41499433
20,21,0,12,.5,0,,,0,0,0,2.4000001,70,70,90,7,4,Spurs,Heat,30,1,.41499433
20,22,0,14,.40000001,.099999994,,.40000001,0,-.40546513,-1.2039728,2.4000001,30,100,90,6,5,Pacers,Lakers,30,1,.41499433
20,23,0,6,.30000001,.19999999,,.30000001,0,-.84729779,-.22314355,2.4000001,80,100,90,2,5,Celtics,Lakers,30,1,.41499433
20,24,0,15,.60000002,.10000002,.60000002,,0,.40546522,.84729785,2.4000001,70,30,90,7,6,Spurs,Pacers,30,1,.41499433
20,25,0,16,.69999999,.19999999,.69999999,,0,.84729779,.4054651,2.4000001,30,20,90,6,8,Pacers,Thunder,30,1,.41499433
20,26,0,11,.2,.30000001,,.2,0,-1.3862944,-.35667494,2.4000001,70,100,90,4,5,Heat,Lakers,30,1,.41499433
20,27,0,1,.5,0,,,0,0,.18232156,2.4000001,60,50,90,1,3,76ers,Clippers,30,1,.41499433
20,28,0,5,.40000001,.099999994,,.40000001,0,-.40546513,-.47000363,2.4000001,50,80,90,3,2,Clippers,Celtics,30,1,.41499433
20,29,0,4,.25,.25,,.25,0,-1.0986123,-1.0986123,2.4000001,20,60,90,8,1,Thunder,76ers,30,1,.41499433
20,30,0,9,.5,0,,,0,0,.33647224,2.4000001,70,50,90,4,3,Heat,Clippers,30,1,.41499433
20,31,0,8,.60000002,.10000002,.60000002,,0,.40546522,-1.3862944,2.4000001,20,80,90,8,2,Thunder,Celtics,30,1,.41499433
20,32,0,2,.69999999,.19999999,.69999999,,0,.84729779,.51082563,2.4000001,100,60,90,5,1,Lakers,76ers,30,1,.41499433
20,33,2,10,.1,.40000001,,.1,0,-2.1972246,-.51082563,7,60,100,40,3,6,Kansas,Montana,30,1,4.3896222
20,34,2,12,1,.5,1,,1,4.2626796,.91629076,7,100,40,40,6,4,Montana,Maryland,30,1,4.3896222
20,35,2,4,1,.5,1,,1,4.2626796,.58778667,7,90,50,40,8,1,Wisconsin,Georgia,30,1,4.3896222
20,36,2,9,1,.5,1,,1,4.2626796,.15415068,7,70,60,40,5,3,Massachusetts,Kansas,30,1,4.3896222
20,37,2,6,.5,0,,,0,0,-.4054651,7,40,60,40,4,2,Maryland,Idaho,30,1,4.3896222
20,38,2,8,.1,.40000001,,.1,0,-2.1972246,-.4054651,7,60,90,40,2,8,Idaho,Wisconsin,30,1,4.3896222
20,39,2,13,.1,.40000001,,.1,0,-2.1972246,.19415602,7,85,70,40,7,5,New Mexico,Massachusetts,30,1,4.3896222
20,40,2,1,.5,0,,,0,0,.18232156,7,60,50,40,3,1,Kansas,Georgia,30,1,4.3896222
20,41,2,3,.80000001,.30000001,.80000001,,0,1.3862945,.53062826,7,85,50,40,7,1,New Mexico,Georgia,30,1,4.3896222
20,42,2,14,.80000001,.30000001,.80000001,,0,1.3862945,-.25131443,7,70,90,40,5,8,Massachusetts,Wisconsin,30,1,4.3896222
20,43,2,5,.40000001,.099999994,,.40000001,0,-.40546513,0,7,60,60,40,3,2,Kansas,Idaho,30,1,4.3896222
20,44,2,2,.89999998,.39999998,.89999998,,0,2.1972244,.22314355,7,50,40,40,1,4,Georgia,Maryland,30,1,4.3896222
20,45,2,15,.2,.30000001,,.2,0,-1.3862944,-.16251893,7,85,100,40,7,6,New Mexico,Montana,30,1,4.3896222
20,46,2,16,.2,.30000001,,.2,0,-1.3862944,-.10536052,7,90,100,40,8,6,Wisconsin,Montana,30,1,4.3896222
20,47,2,7,.69999999,.19999999,.69999999,,0,.84729779,.34830669,7,85,60,40,7,2,New Mexico,Idaho,30,1,4.3896222
20,48,2,11,1,.5,1,,1,4.2626796,.55961579,7,70,40,40,5,4,Massachusetts,Maryland,30,1,4.3896222
22,1,1,16,.69999999,.19999999,.69999999,,0,.84729779,.47000363,4.1999998,80,50,70,8,4,San Francisco,Memphis,28,1,1.0343198
22,2,1,8,.30000001,.19999999,,.30000001,0,-.84729779,-.98082924,4.1999998,30,80,70,2,8,Buffalo,San Francisco,28,1,1.0343198
22,3,1,4,.5,0,,,0,0,.064538524,4.1999998,80,75,70,8,1,San Francisco,Atlanta,28,1,1.0343198
22,4,1,12,.5,0,,,0,0,-.21309322,4.1999998,80,99,70,8,3,San Francisco,Los Angeles,28,1,1.0343198
22,5,1,15,.5,0,,,0,0,-.33647224,4.1999998,50,70,70,4,7,Memphis,New Orleans,28,1,1.0343198
22,6,1,3,.64999998,.14999998,.64999998,,0,.61903912,-.068992868,4.1999998,70,75,70,7,1,New Orleans,Atlanta,28,1,1.0343198
22,7,1,10,.80000001,.30000001,.80000001,,0,1.3862945,1.1939225,4.1999998,99,30,70,3,6,Los Angeles,Minneapolis,28,1,1.0343198
22,8,1,1,.69999999,.19999999,.69999999,,0,.84729779,.28768209,4.1999998,100,75,70,5,1,Miami,Atlanta,28,1,1.0343198
22,9,1,13,.30000001,.19999999,,.30000001,0,-.84729779,-.69314718,4.1999998,50,100,70,4,5,Memphis,Miami,28,1,1.0343198
22,10,1,6,.5,0,,,0,0,0,4.1999998,30,30,70,2,6,Buffalo,Minneapolis,28,1,1.0343198
22,11,1,2,.60000002,.10000002,.60000002,,0,.40546522,.91629076,4.1999998,75,30,70,1,6,Atlanta,Minneapolis,28,1,1.0343198
22,12,1,7,.64999998,.14999998,.64999998,,0,.61903912,.84729785,4.1999998,70,30,70,7,2,New Orleans,Buffalo,28,1,1.0343198
22,13,1,14,.2,.30000001,,.2,0,-1.3862944,-.51082563,4.1999998,30,50,70,6,4,Minneapolis,Memphis,28,1,1.0343198
22,14,1,5,.85000002,.35000002,.85000002,,0,1.7346013,1.2039728,4.1999998,100,30,70,5,2,Miami,Buffalo,28,1,1.0343198
22,15,1,11,.60000002,.10000002,.60000002,,0,.40546522,-.34662461,4.1999998,70,99,70,7,3,New Orleans,Los Angeles,28,1,1.0343198
22,16,1,9,.60000002,.10000002,.60000002,,0,.40546522,-.010050336,4.1999998,99,100,70,3,5,Los Angeles,Miami,28,1,1.0343198
22,17,0,4,.89999998,.39999998,.89999998,,0,2.1972244,.69314718,4.8000002,100,50,100,8,1,Thunder,76ers,28,1,3.4240751
22,18,0,10,.44999999,.050000012,,.44999999,0,-.20067075,-.15415068,4.8000002,60,70,100,6,3,Pacers,Clippers,28,1,3.4240751
22,19,0,6,.40000001,.099999994,,.40000001,0,-.40546513,-.057158414,4.8000002,85,90,100,2,5,Celtics,Lakers,28,1,3.4240751
22,20,0,12,.69999999,.19999999,.69999999,,0,.84729779,-.054067221,4.8000002,90,95,100,7,4,Spurs,Heat,28,1,3.4240751
22,21,0,3,.1,.40000001,,.1,0,-2.1972246,-.58778667,4.8000002,50,90,100,1,7,76ers,Spurs,28,1,3.4240751
22,22,0,1,.2,.30000001,,.2,0,-1.3862944,-.33647224,4.8000002,50,70,100,1,3,76ers,Clippers,28,1,3.4240751
22,23,0,14,.30000001,.19999999,,.30000001,0,-.84729779,-.4054651,4.8000002,60,90,100,6,5,Pacers,Lakers,28,1,3.4240751
22,24,0,5,.69999999,.19999999,.69999999,,0,.84729779,.19415602,4.8000002,85,70,100,2,3,Celtics,Clippers,28,1,3.4240751
22,25,0,11,.5,0,,,0,0,.054067221,4.8000002,95,90,100,4,5,Heat,Lakers,28,1,3.4240751
22,26,0,7,.69999999,.19999999,.69999999,,0,.84729779,.057158414,4.8000002,90,85,100,7,2,Spurs,Celtics,28,1,3.4240751
22,27,0,9,.40000001,.099999994,,.40000001,0,-.40546513,-.30538166,4.8000002,70,95,100,3,4,Clippers,Heat,28,1,3.4240751
22,28,0,13,.5,0,,,0,0,-.051293295,4.8000002,95,100,100,4,8,Heat,Thunder,28,1,3.4240751
22,29,0,8,.40000001,.099999994,,.40000001,0,-.40546513,-.16251893,4.8000002,85,100,100,2,8,Celtics,Thunder,28,1,3.4240751
22,30,0,15,.89999998,.39999998,.89999998,,0,2.1972244,.4054651,4.8000002,90,60,100,7,6,Spurs,Pacers,28,1,3.4240751
22,31,0,16,.89999998,.39999998,.89999998,,0,2.1972244,.51082563,4.8000002,100,60,100,8,6,Thunder,Pacers,28,1,3.4240751
22,32,0,2,.2,.30000001,,.2,0,-1.3862944,-.58778667,4.8000002,50,90,100,1,5,76ers,Lakers,28,1,3.4240751
22,33,2,11,.80000001,.30000001,.80000001,,0,1.3862945,.62860864,4,75,40,75,4,5,Maryland,Massachusetts,28,1,3.2312796
22,34,2,14,.050000001,.44999999,,.050000001,0,-2.9444389,-.81093019,4,40,90,75,5,8,Massachusetts,Wisconsin,28,1,3.2312796
22,35,2,7,.69999999,.19999999,.69999999,,0,.84729779,-.11778303,4,80,90,75,7,2,New Mexico,Idaho,28,1,3.2312796
22,36,2,12,.99000001,.49000001,.99000001,,0,4.5951209,.28768209,4,100,75,75,6,4,Montana,Maryland,28,1,3.2312796
22,37,2,9,.1,.40000001,,.1,0,-2.1972246,-.81093019,4,40,90,75,5,3,Massachusetts,Kansas,28,1,3.2312796
22,38,2,16,.5,0,,,0,0,-.10536052,4,90,100,75,8,6,Wisconsin,Montana,28,1,3.2312796
22,39,2,15,.5,0,,,0,0,.22314355,4,100,80,75,6,7,Montana,New Mexico,28,1,3.2312796
22,40,2,4,.60000002,.10000002,.60000002,,0,.40546522,-.18232156,4,75,90,75,1,8,Georgia,Wisconsin,28,1,3.2312796
22,41,2,5,.5,0,,,0,0,0,4,90,90,75,2,3,Idaho,Kansas,28,1,3.2312796
22,42,2,13,.89999998,.39999998,.89999998,,0,2.1972244,.69314718,4,80,40,75,7,5,New Mexico,Massachusetts,28,1,3.2312796
22,43,2,2,.5,0,,,0,0,0,4,75,75,75,4,1,Maryland,Georgia,28,1,3.2312796
22,44,2,6,.5,0,,,0,0,-.18232156,4,75,90,75,4,2,Maryland,Idaho,28,1,3.2312796
22,45,2,3,.60000002,.10000002,.60000002,,0,.40546522,.064538524,4,80,75,75,7,1,New Mexico,Georgia,28,1,3.2312796
22,46,2,10,.60000002,.10000002,.60000002,,0,.40546522,-.10536052,4,90,100,75,3,6,Kansas,Montana,28,1,3.2312796
22,47,2,8,.5,0,,,0,0,0,4,90,90,75,2,8,Idaho,Wisconsin,28,1,3.2312796
22,48,2,1,.5,0,,,0,0,-.18232156,4,75,90,75,1,3,Georgia,Kansas,28,1,3.2312796
23,1,2,1,.75,.25,.75,,0,1.0986123,0,6.4444447,85,85,80,3,1,Kansas,Georgia,52,1,6.0493302
23,2,2,3,.80000001,.30000001,.80000001,,0,1.3862945,.057158414,6.4444447,90,85,80,7,1,New Mexico,Georgia,52,1,6.0493302
23,3,2,2,1,.5,1,,1,4.2626796,.34830669,6.4444447,85,60,80,1,4,Georgia,Maryland,52,1,6.0493302
23,4,2,12,0,.5,,0,1,-4.2626801,-.51082563,6.4444447,60,100,80,4,6,Maryland,Montana,52,1,6.0493302
23,5,2,7,.89999998,.39999998,.89999998,,0,2.1972244,.18232156,6.4444447,90,75,80,7,2,New Mexico,Idaho,52,1,6.0493302
23,6,2,10,0,.5,,0,1,-4.2626801,-.16251893,6.4444447,85,100,80,3,6,Kansas,Montana,52,1,6.0493302
23,7,2,8,0,.5,,0,1,-4.2626801,-.064538524,6.4444447,75,80,80,2,8,Idaho,Wisconsin,52,1,6.0493302
23,8,2,11,.60000002,.10000002,.60000002,,0,.40546522,-.4054651,6.4444447,40,60,80,5,4,Massachusetts,Maryland,52,1,6.0493302
23,9,2,6,.75,.25,.75,,0,1.0986123,.22314355,6.4444447,75,60,80,2,4,Idaho,Maryland,52,1,6.0493302
23,10,2,9,1,.5,1,,1,4.2626796,.75377178,6.4444447,85,40,80,3,5,Kansas,Massachusetts,52,1,6.0493302
23,11,2,16,1,.5,1,,1,4.2626796,.22314355,6.4444447,100,80,80,6,8,Montana,Wisconsin,52,1,6.0493302
23,12,2,13,1,.5,1,,1,4.2626796,.81093019,6.4444447,90,40,80,7,5,New Mexico,Massachusetts,52,1,6.0493302
23,13,2,4,.94999999,.44999999,.94999999,,0,2.9444387,-.060624622,6.4444447,80,85,80,8,1,Wisconsin,Georgia,52,1,6.0493302
23,14,2,15,1,.5,1,,1,4.2626796,.10536052,6.4444447,100,90,80,6,7,Montana,New Mexico,52,1,6.0493302
23,15,2,14,1,.5,1,,1,4.2626796,.69314718,6.4444447,80,40,80,8,5,Wisconsin,Massachusetts,52,1,6.0493302
23,16,2,5,.5,0,,,0,0,-.12516314,6.4444447,75,85,80,2,3,Idaho,Kansas,52,1,6.0493302
23,17,0,15,.40000001,.099999994,,.40000001,0,-.40546513,0,2.5,70,70,80,6,7,Pacers,Spurs,52,1,5.6850529
23,18,0,12,.97000003,.47000003,.97000003,,0,3.4760997,.35667494,2.5,100,70,80,4,7,Heat,Spurs,52,1,5.6850529
23,19,0,9,.1,.40000001,,.1,0,-2.1972246,-.35667494,2.5,70,100,80,3,4,Clippers,Heat,52,1,5.6850529
23,20,0,7,.30000001,.19999999,,.30000001,0,-.84729779,-.13353139,2.5,70,80,80,7,2,Spurs,Celtics,52,1,5.6850529
23,21,0,4,.99000001,.49000001,.99000001,,0,4.5951209,.81093019,2.5,90,40,80,8,1,Thunder,76ers,52,1,5.6850529
23,22,0,16,.99000001,.49000001,.99000001,,0,4.5951209,.25131443,2.5,90,70,80,8,6,Thunder,Pacers,52,1,5.6850529
23,23,0,1,.89999998,.39999998,.89999998,,0,2.1972244,.55961579,2.5,70,40,80,3,1,Clippers,76ers,52,1,5.6850529
23,24,0,6,.75,.25,.75,,0,1.0986123,.064538524,2.5,80,75,80,2,5,Celtics,Lakers,52,1,5.6850529
23,25,0,14,.89999998,.39999998,.89999998,,0,2.1972244,.068992868,2.5,75,70,80,5,6,Lakers,Pacers,52,1,5.6850529
23,26,0,11,.25,.25,,.25,0,-1.0986123,-.28768209,2.5,75,100,80,5,4,Lakers,Heat,52,1,5.6850529
23,27,0,8,.30000001,.19999999,,.30000001,0,-.84729779,-.11778303,2.5,80,90,80,2,8,Celtics,Thunder,52,1,5.6850529
23,28,0,5,.1,.40000001,,.1,0,-2.1972246,-.13353139,2.5,70,80,80,3,2,Clippers,Celtics,52,1,5.6850529
23,29,0,13,.30000001,.19999999,,.30000001,0,-.84729779,-.10536052,2.5,90,100,80,8,4,Thunder,Heat,52,1,5.6850529
23,30,0,2,1,.5,1,,1,4.2626796,.62860864,2.5,75,40,80,5,1,Lakers,76ers,52,1,5.6850529
23,31,0,3,.2,.30000001,,.2,0,-1.3862944,-.55961579,2.5,40,70,80,1,7,76ers,Spurs,52,1,5.6850529
23,32,0,10,.75,.25,.75,,0,1.0986123,0,2.5,70,70,80,6,3,Pacers,Clippers,52,1,5.6850529
23,33,1,9,.25,.25,,.25,0,-1.0986123,-.35667494,3.0999999,70,100,75,3,5,Los Angeles,Miami,52,1,.71287084
23,34,1,7,.94999999,.44999999,.94999999,,0,2.9444387,.91629076,3.0999999,75,30,75,7,2,New Orleans,Buffalo,52,1,.71287084
23,35,1,5,.98000002,.48000002,.98000002,,0,3.8918214,-1.2039728,3.0999999,30,100,75,2,5,Buffalo,Miami,52,1,.71287084
23,36,1,8,.40000001,.099999994,,.40000001,0,-.40546513,-.69314718,3.0999999,30,60,75,2,8,Buffalo,San Francisco,52,1,.71287084
23,37,1,10,.15000001,.34999999,,.15000001,0,-1.734601,-.55961579,3.0999999,40,70,75,6,3,Minneapolis,Los Angeles,52,1,.71287084
23,38,1,15,.60000002,.10000002,.60000002,,0,.40546522,-.068992868,3.0999999,70,75,75,4,7,Memphis,New Orleans,52,1,.71287084
23,39,1,14,.25,.25,,.25,0,-1.0986123,-.55961579,3.0999999,40,70,75,6,4,Minneapolis,Memphis,52,1,.71287084
23,40,1,16,.64999998,.14999998,.64999998,,0,.61903912,.15415068,3.0999999,70,60,75,4,8,Memphis,San Francisco,52,1,.71287084
23,41,1,11,.69999999,.19999999,.69999999,,0,.84729779,-.068992868,3.0999999,70,75,75,3,7,Los Angeles,New Orleans,52,1,.71287084
23,42,1,4,.2,.30000001,,.2,0,-1.3862944,-.28768209,3.0999999,60,80,75,8,1,San Francisco,Atlanta,52,1,.71287084
23,43,1,12,.1,.40000001,,.1,0,-2.1972246,-.15415068,3.0999999,60,70,75,8,3,San Francisco,Los Angeles,52,1,.71287084
23,44,1,13,.44999999,.050000012,,.44999999,0,-.20067075,-.35667494,3.0999999,70,100,75,4,5,Memphis,Miami,52,1,.71287084
23,45,1,3,.75,.25,.75,,0,1.0986123,-.064538524,3.0999999,75,80,75,7,1,New Orleans,Atlanta,52,1,.71287084
23,46,1,1,.69999999,.19999999,.69999999,,0,.84729779,.22314355,3.0999999,100,80,75,5,1,Miami,Atlanta,52,1,.71287084
23,47,1,2,.80000001,.30000001,.80000001,,0,1.3862945,.69314718,3.0999999,80,40,75,1,6,Atlanta,Minneapolis,52,1,.71287084
23,48,1,6,.5,0,,,0,0,-.28768209,3.0999999,30,40,75,2,6,Buffalo,Minneapolis,52,1,.71287084
24,1,0,4,.80000001,.30000001,.80000001,,0,1.3862945,.15415068,4.3000002,70,60,70,1,8,76ers,Thunder,41,2,2.9862387
24,2,0,16,.40000001,.099999994,,.40000001,0,-.40546513,.087011375,4.3000002,60,55,70,8,6,Thunder,Pacers,41,2,2.9862387
24,3,0,6,.30000001,.19999999,,.30000001,0,-.84729779,-.16251893,4.3000002,85,100,70,5,2,Lakers,Celtics,41,2,2.9862387
24,4,0,13,.89999998,.39999998,.89999998,,0,2.1972244,.4054651,4.3000002,90,60,70,4,8,Heat,Thunder,41,2,2.9862387
24,5,0,7,.2,.30000001,,.2,0,-1.3862944,-.28768209,4.3000002,75,100,70,7,2,Spurs,Celtics,41,2,2.9862387
24,6,0,2,.69999999,.19999999,.69999999,,0,.84729779,.19415602,4.3000002,85,70,70,5,1,Lakers,76ers,41,2,2.9862387
24,7,0,11,.60000002,.10000002,.60000002,,0,.40546522,-.057158414,4.3000002,85,90,70,5,4,Lakers,Heat,41,2,2.9862387
