id,game,prob,extremity,upper,lower,p100,ea,focus,seed,outcome,pc,diff,brier,bin,Oj,resolution,reliability,outcomevar,screen1,screen2,screen3
6,25,.25,.25,,.25,0,4.5999999,0,13,0,1,.85333335,.0625,2,.27793697,.050375104,.00078047405,.25005388,7,7,7
6,26,.15000001,.34999999,,.15000001,0,,0,12,0,1,.86000001,.022500001,1,.19934641,.091829933,.0024350674,.25005388,7,7,7
6,27,0,.5,,0,1,,1,7,0,1,.48666668,0,0,.17948718,.10426039,.032215647,.25005388,7,7,7
6,28,.64999998,.14999998,.64999998,,0,,0,9,0,0,.54000002,.42249995,6,.67654324,.0303325,.00070454465,.25005388,7,7,7
7,1,.2,.30000001,,.2,0,4.5999999,0,16,0,1,.85333335,.040000003,1,.19934641,.091829933,4.2718608e-07,.25005388,7,7,7
7,2,.25,.25,,.25,0,,0,15,0,1,.88666666,.0625,2,.27793697,.050375104,.00078047405,.25005388,7,7,7
7,3,.75,.25,.75,,0,,1,3,1,1,.86666667,.0625,7,.72098768,.047788899,.00084171485,.25005388,7,7,7
7,4,.60000002,.10000002,.60000002,,0,,0,13,0,0,.84666669,.36000001,5,.60317463,.010159365,.000010078104,.25005388,7,7,7
7,5,.40000001,.099999994,,.40000001,0,5.1999998,1,5,1,0,.79333335,.35999998,3,.31976745,.033347692,.0064372639,.25005388,7,7,7
7,6,.5,0,,,0,,0,10,0,0,.77333331,.25,4,.46165413,.0016586743,.001470406,.25005388,7,7,7
7,7,.34999999,.15000001,,.34999999,0,,0,9,0,1,.54000002,.12249999,3,.31976745,.033347692,.00091400702,.25005388,7,7,7
7,8,.44999999,.050000012,,.44999999,0,,0,15,0,1,.85333335,.20249999,4,.46165413,.0016586743,.00013581895,.25005388,7,7,7
7,9,.75,.25,.75,,0,,1,3,1,1,.84666669,.0625,7,.72098768,.047788899,.00084171485,.25005388,7,7,7
7,10,.75,.25,.75,,0,,1,4,1,1,.83999997,.0625,7,.72098768,.047788899,.00084171485,.25005388,7,7,7
7,11,.25,.25,,.25,0,,0,12,0,1,.82666665,.0625,2,.27793697,.050375104,.00078047405,.25005388,7,7,7
7,12,.30000001,.19999999,,.30000001,0,,0,11,0,1,.63333333,.090000004,2,.27793697,.050375104,.00048677804,.25005388,7,7,7
7,13,.44999999,.050000012,,.44999999,0,,1,7,1,0,.67333335,.30250001,4,.46165413,.0016586743,.00013581895,.25005388,7,7,7
7,14,.34999999,.15000001,,.34999999,0,,0,9,0,1,.56666666,.12249999,3,.31976745,.033347692,.00091400702,.25005388,7,7,7
7,15,.75,.25,.75,,0,4.8000002,0,15,0,0,.86000001,.5625,7,.72098768,.047788899,.00084171485,.25005388,7,7,7
7,16,.75,.25,.75,,0,,1,3,0,0,.19333333,.5625,7,.72098768,.047788899,.00084171485,.25005388,7,7,7
7,17,.25,.25,,.25,0,,0,13,0,1,.80666667,.0625,2,.27793697,.050375104,.00078047405,.25005388,7,7,7
7,18,.40000001,.099999994,,.40000001,0,,0,12,0,1,.81999999,.16000001,3,.31976745,.033347692,.0064372639,.25005388,7,7,7
7,19,.40000001,.099999994,,.40000001,0,,0,11,1,0,.33333334,.35999998,3,.31976745,.033347692,.0064372639,.25005388,7,7,7
7,20,.34999999,.15000001,,.34999999,0,,0,10,0,1,.73333335,.12249999,3,.31976745,.033347692,.00091400702,.25005388,7,7,7
7,21,.30000001,.19999999,,.30000001,0,,0,9,0,1,.56666666,.090000004,2,.27793697,.050375104,.00048677804,.25005388,7,7,7
7,22,.5,0,,,0,,1,1,1,0,.83333331,.25,4,.46165413,.0016586743,.001470406,.25005388,7,7,7
7,23,.5,0,,,0,,1,2,1,1,.89999998,.25,4,.46165413,.0016586743,.001470406,.25005388,7,7,7
7,24,.75,.25,.75,,0,,1,3,0,0,.18666667,.5625,7,.72098768,.047788899,.00084171485,.25005388,7,7,7
7,25,.30000001,.19999999,,.30000001,0,,1,4,1,0,.85333335,.48999998,2,.27793697,.050375104,.00048677804,.25005388,7,7,7
7,26,.5,0,,,0,,0,12,0,1,.86000001,.25,4,.46165413,.0016586743,.001470406,.25005388,7,7,7
7,27,.40000001,.099999994,,.40000001,0,,0,10,1,0,.48666668,.35999998,3,.31976745,.033347692,.0064372639,.25005388,7,7,7
7,28,.34999999,.15000001,,.34999999,0,,1,8,1,0,.54000002,.42250001,3,.31976745,.033347692,.00091400702,.25005388,7,7,7
8,1,.99000001,.49000001,.99000001,,0,,1,1,1,1,.85333335,.000099999808,9,.85352111,.12329941,.018626491,.25005388,7,7,5
8,2,.059999999,.44,,.059999999,0,,0,15,0,1,.88666666,.0035999999,0,.17948718,.10426039,.014277187,.25005388,7,7,5
8,3,.07,.43000001,,.07,0,,0,14,0,1,.86666667,.0049000001,0,.17948718,.10426039,.011987443,.25005388,7,7,5
8,4,.090000004,.41,,.090000004,0,,0,13,0,1,.84666669,.0081000002,0,.17948718,.10426039,.0080079557,.25005388,7,7,5
